DATAFLOW,LAST UPDATE,freq,unit,isced11,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEA4,2019,20.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEA4,2020,23.5,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA4,2009,24.6,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA4,2010,24.0,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA4,2011,24.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA4,2012,25.6,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA4,2013,25.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA4,2014,25.7,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA4,2015,24.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA4,2016,26.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA4,2017,26.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA4,2018,26.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA4,2019,27.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA4,2020,28.6,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA4,2009,20.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA4,2010,20.3,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA4,2011,21.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA4,2012,23.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA4,2013,23.2,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA4,2014,21.7,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA4,2015,22.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA4,2016,23.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA4,2017,22.8,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA4,2018,23.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA4,2019,24.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA4,2020,26.1,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEA5,2009,16.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEA5,2010,15.7,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEA5,2011,17.8,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEA5,2012,18.6,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEA5,2013,19.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEA5,2014,16.6,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEA5,2015,17.8,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEA5,2016,19.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEA5,2017,19.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEA5,2018,19.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEA5,2019,20.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEA5,2020,23.0,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA5,2009,24.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA5,2010,23.6,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA5,2011,24.2,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA5,2012,24.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA5,2013,25.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA5,2014,25.3,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA5,2015,26.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA5,2016,26.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA5,2017,25.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA5,2018,26.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA5,2019,26.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEA5,2020,27.8,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA5,2009,20.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA5,2010,19.7,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA5,2011,21.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA5,2012,21.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA5,2013,22.2,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA5,2014,20.9,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA5,2015,22.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA5,2016,22.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA5,2017,22.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA5,2018,22.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA5,2019,23.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEA5,2020,25.4,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB1,2009,15.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB1,2010,16.2,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB1,2011,18.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB1,2012,19.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB1,2013,18.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB1,2014,16.1,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB1,2015,16.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB1,2016,18.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB1,2017,19.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB1,2018,21.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB1,2019,22.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB1,2020,22.6,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB1,2009,23.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB1,2010,25.3,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB1,2011,26.8,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB1,2012,27.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB1,2013,27.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB1,2014,27.5,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB1,2015,27.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB1,2016,27.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB1,2017,29.2,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB1,2018,30.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB1,2019,30.6,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB1,2020,30.8,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB1,2009,19.6,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB1,2010,20.7,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB1,2011,22.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB1,2012,23.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB1,2013,22.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB1,2014,21.9,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB1,2015,22.2,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB1,2016,23.2,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB1,2017,24.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB1,2018,25.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB1,2019,26.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB1,2020,26.8,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB2,2009,21.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB2,2010,20.1,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB2,2011,22.8,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB2,2012,24.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB2,2013,24.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB2,2014,20.6,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB2,2015,20.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB2,2016,22.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB2,2017,23.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB2,2018,23.8,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB2,2019,24.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB2,2020,28.7,bpu
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB2,2009,29.2,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB2,2010,28.4,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB2,2011,30.2,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB2,2012,30.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB2,2013,30.6,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB2,2014,30.7,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB2,2015,29.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB2,2016,29.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB2,2017,31.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB2,2018,32.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB2,2019,33.8,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB2,2020,35.0,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB2,2009,25.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB2,2010,24.3,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB2,2011,26.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB2,2012,27.6,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB2,2013,27.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB2,2014,25.7,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB2,2015,25.2,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB2,2016,26.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB2,2017,27.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB2,2018,28.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB2,2019,29.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB2,2020,31.8,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB3,2009,20.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB3,2010,20.4,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB3,2011,22.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB3,2012,23.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB3,2013,24.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB3,2014,21.7,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB3,2015,22.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB3,2016,24.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB3,2017,23.2,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB3,2018,24.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB3,2019,26.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEB3,2020,28.3,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB3,2009,30.6,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB3,2010,32.2,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB3,2011,32.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB3,2012,32.8,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB3,2013,33.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB3,2014,31.8,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB3,2015,33.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB3,2016,31.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB3,2017,30.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB3,2018,32.2,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB3,2019,34.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEB3,2020,36.9,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB3,2009,25.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB3,2010,26.3,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB3,2011,27.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB3,2012,28.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB3,2013,28.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB3,2014,26.7,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB3,2015,27.8,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB3,2016,27.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB3,2017,27.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB3,2018,28.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB3,2019,30.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEB3,2020,32.6,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEC0,2009,15.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEC0,2010,16.0,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEC0,2011,17.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEC0,2012,18.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEC0,2013,18.2,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEC0,2014,14.5,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEC0,2015,15.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEC0,2016,18.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEC0,2017,18.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEC0,2018,20.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEC0,2019,21.6,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DEC0,2020,23.4,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEC0,2009,23.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEC0,2010,26.6,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEC0,2011,26.2,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEC0,2012,27.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEC0,2013,26.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEC0,2014,25.5,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEC0,2015,23.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEC0,2016,27.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEC0,2017,27.1,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEC0,2018,27.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEC0,2019,28.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DEC0,2020,29.1,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEC0,2009,19.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEC0,2010,21.3,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEC0,2011,21.8,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEC0,2012,22.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEC0,2013,22.6,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEC0,2014,19.9,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEC0,2015,19.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEC0,2016,23.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEC0,2017,23.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEC0,2018,24.5,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEC0,2019,25.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DEC0,2020,26.3,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DED2,2009,37.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DED2,2010,36.6,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DED2,2011,37.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DED2,2012,37.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DED2,2013,38.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DED2,2014,31.1,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DED2,2015,31.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DED2,2016,31.2,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DED2,2017,31.6,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DED2,2018,32.0,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DED2,2019,31.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,F,DED2,2020,33.5,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DED2,2009,30.3,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DED2,2010,30.6,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DED2,2011,30.6,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DED2,2012,29.9,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DED2,2013,30.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DED2,2014,31.0,b
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DED2,2015,31.2,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DED2,2016,31.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DED2,2017,31.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DED2,2018,32.4,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DED2,2019,31.7,
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,M,DED2,2020,31.2,bp
ESTAT:TGS00109(1.0),18/10/21 23:00:00,A,PC,ED5-8,Y25-64,T,DED2,2009,33.8,
