DATAFLOW,LAST UPDATE,freq,unit,direct,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY1,2014,7088.1,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY1,2015,7077.2,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY1,2016,7135.2,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY1,2017,7374.6,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY1,2018,7600.9,p
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY2,2010,6598.7,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY2,2011,6712,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY2,2012,6709.9,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY2,2013,6568.5,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY2,2014,6704.6,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY2,2015,6792.6,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY2,2016,6864.7,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY2,2017,6955.6,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY2,2018,7075.5,p
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY3,2010,2752.4,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY3,2011,2862.3,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY3,2012,2922.3,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY3,2013,2979.2,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY3,2014,3087.6,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY3,2015,3082.6,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY3,2016,3128.4,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY3,2017,3076.3,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY3,2018,3225.6,p
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY4,2010,12508.2,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY4,2011,11816.8,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY4,2012,11786.1,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY4,2013,12312.9,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY4,2014,13597.5,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY4,2015,13023.2,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY4,2016,13464.3,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY4,2017,13997.4,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY4,2018,14298.7,p
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY5,2010,1135.2,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY5,2011,1197.2,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY5,2012,1244,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY5,2013,1297.3,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY5,2014,1409.6,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY5,2015,1562.9,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY5,2016,1691,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY5,2017,1869.9,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRY5,2018,1939.7,p
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZ,2010,964.2,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZ,2011,1002.1,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZ,2012,1007.2,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZ,2013,982.9,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZ,2014,948.2,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZ,2015,1000,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZ,2016,1001,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZ,2017,1006,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZ,2018,1006,p
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZZ,2010,964.2,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZZ,2011,1002.1,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZZ,2012,1007.2,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZZ,2013,982.9,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZZ,2014,948.2,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZZ,2015,1000,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZZ,2016,1001,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZZ,2017,1006,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,FRZZ,2018,1006,p
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR,2010,27549.17,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR,2011,26991.21,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR,2012,26427.48,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR,2013,26001.35,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR,2014,25730.37,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR,2015,26509.91,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR,2016,27852.53,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR,2017,29549.7,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR,2018,31357.91,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR0,2010,27549.17,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR0,2011,26991.21,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR0,2012,26427.48,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR0,2013,26001.35,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR0,2014,25730.37,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR0,2015,26509.91,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR0,2016,27852.53,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR0,2017,29549.7,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR0,2018,31357.91,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR03,2010,8786.88,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR03,2011,8377.86,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR03,2012,8199.38,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR03,2013,8203.41,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR03,2014,8273.15,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR03,2015,8607.25,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR03,2016,9023.79,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR03,2017,9574.4,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR03,2018,10157.34,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR04,2010,18762.29,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR04,2011,18613.35,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR04,2012,18228.11,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR04,2013,17797.95,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR04,2014,17457.23,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR04,2015,17902.67,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR04,2016,18828.73,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR04,2017,19975.3,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HR04,2018,21200.56,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU,2010,58146.16,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU,2011,59903.72,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU,2012,60533.54,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU,2013,61087.77,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU,2014,62101.52,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU,2015,65500.66,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU,2016,69143.72,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU,2017,74595.48,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU,2018,79648.44,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU1,2010,24677.85,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU1,2011,24617.14,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU1,2012,23752.64,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU1,2013,23158.89,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU1,2014,23247.84,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU1,2015,24744.52,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU1,2016,26544.77,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU1,2017,27955.82,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU1,2018,30130.98,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU11,2010,16550.9,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU11,2011,16618.09,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU11,2012,15895.24,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU11,2013,15340.42,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU11,2014,15333.83,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU11,2015,16337.1,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU11,2016,17590.88,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU11,2017,18012.7,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU11,2018,19246.79,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU12,2010,8126.95,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU12,2011,7999.05,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU12,2012,7857.4,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU12,2013,7818.48,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU12,2014,7914.01,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU12,2015,8407.41,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU12,2016,8953.88,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU12,2017,9943.13,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU12,2018,10884.19,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU2,2010,16242.3,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU2,2011,17039.95,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU2,2012,17510.78,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU2,2013,17954.86,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU2,2014,18370.33,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU2,2015,19231.31,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU2,2016,19986.46,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU2,2017,22058.51,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU2,2018,22845.28,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU21,2010,6262.7,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU21,2011,6540.1,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU21,2012,6647.36,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU21,2013,6847.96,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU21,2014,6934.73,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU21,2015,7354.58,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU21,2016,7659.03,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU21,2017,8359.28,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU21,2018,8952.15,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU22,2010,5576.1,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU22,2011,5921.85,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU22,2012,6136.27,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU22,2013,6251.86,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU22,2014,6541.53,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU22,2015,6774.4,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU22,2016,6980.87,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU22,2017,7723.96,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU22,2018,7896.07,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU23,2010,4403.5,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU23,2011,4578,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU23,2012,4727.15,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU23,2013,4855.03,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU23,2014,4894.07,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU23,2015,5102.33,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU23,2016,5346.56,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU23,2017,5975.27,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU23,2018,5997.06,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU3,2010,17226.01,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU3,2011,18246.63,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU3,2012,19270.12,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU3,2013,19974.02,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU3,2014,20483.35,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU3,2015,21524.84,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU3,2016,22612.49,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU3,2017,24581.15,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU3,2018,26672.18,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU31,2010,5146.46,
ESTAT:NAMA_10R_2HHINC$DEFAULTVIEW(1.0),13/10/21 23:00:00,A,MIO_EUR,BAL,B5N,HU31,2011,5380.03,
