DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG31,2017,57,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG31,2018,65,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG31,2019,71,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG31,2020,66,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG31,2021,74,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG32,2010,23,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG32,2011,38,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG32,2012,47,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG32,2013,49,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG32,2014,58,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG32,2015,58,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG32,2016,62,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG32,2017,67,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG32,2018,67,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG32,2019,73,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG32,2020,75,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG32,2021,83,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG33,2010,17,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG33,2011,28,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG33,2012,48,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG33,2013,52,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG33,2014,56,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG33,2015,56,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG33,2016,67,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG33,2017,68,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG33,2018,74,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG33,2019,74,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG33,2020,78,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG33,2021,85,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG34,2010,22,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG34,2011,31,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG34,2012,50,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG34,2013,47,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG34,2014,52,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG34,2015,58,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG34,2016,59,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG34,2017,62,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG34,2018,70,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG34,2019,75,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG34,2020,77,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG34,2021,82,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG41,2010,37,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG41,2011,54,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG41,2012,59,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG41,2013,64,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG41,2014,63,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG41,2015,68,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG41,2016,64,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG41,2017,70,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG41,2018,75,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG41,2019,78,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG41,2020,86,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG41,2021,86,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG42,2010,24,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG42,2011,38,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG42,2012,50,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG42,2013,53,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG42,2014,55,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG42,2015,56,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG42,2016,63,
ESTAT:TGS00048(1.0),16/12/21 11:00:00,A,PC_HH,BG42,2017,70,
