DATAFLOW,LAST UPDATE,freq,nace_r2,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE92,2011,3.6,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE92,2012,3.3,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE92,2013,3.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE92,2014,3.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE92,2015,3.0,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE92,2016,3.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE92,2017,3.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE92,2018,3.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE92,2019,3.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE92,2020,4.4,bp
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE93,2009,2.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE93,2010,2.1,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE93,2011,2.2,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE93,2012,2.6,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE93,2013,2.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE93,2014,2.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE93,2015,2.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE93,2016,2.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE93,2017,2.1,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE93,2018,2.1,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE93,2019,2.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE93,2020,3.9,bpu
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE94,2009,1.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE94,2010,1.6,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE94,2011,1.5,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE94,2012,1.7,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE94,2013,1.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE94,2014,1.7,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE94,2015,1.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE94,2016,1.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE94,2017,1.7,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE94,2018,1.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE94,2019,1.7,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DE94,2020,2.4,bpu
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA1,2009,3.7,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA1,2010,3.9,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA1,2011,3.9,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA1,2012,3.9,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA1,2013,3.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA1,2014,3.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA1,2015,3.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA1,2016,3.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA1,2017,3.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA1,2018,3.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA1,2019,3.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA1,2020,4.8,bp
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA2,2009,5.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA2,2010,5.7,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA2,2011,5.7,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA2,2012,5.7,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA2,2013,5.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA2,2014,5.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA2,2015,5.1,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA2,2016,4.9,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA2,2017,4.9,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA2,2018,5.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA2,2019,5.0,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA2,2020,7.0,bp
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA3,2009,2.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA3,2010,2.9,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA3,2011,2.8,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA3,2012,2.6,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA3,2013,2.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA3,2014,2.0,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA3,2015,2.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA3,2016,2.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA3,2017,2.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA3,2018,2.8,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA3,2019,2.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA3,2020,3.3,bp
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA4,2009,3.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA4,2010,3.0,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA4,2011,3.4,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA4,2012,3.5,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA4,2013,3.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA4,2014,3.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA4,2015,3.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA4,2016,2.9,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA4,2017,3.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA4,2018,3.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA4,2019,3.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA4,2020,3.2,bpu
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA5,2009,2.7,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA5,2010,2.9,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA5,2011,3.1,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA5,2012,2.9,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA5,2013,2.8,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA5,2014,2.8,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA5,2015,2.7,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA5,2016,2.9,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA5,2017,3.0,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA5,2018,2.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA5,2019,2.9,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEA5,2020,3.9,bp
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB1,2009,2.7,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB1,2010,3.0,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB1,2011,2.8,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB1,2012,2.9,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB1,2013,2.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB1,2014,2.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB1,2015,2.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB1,2016,2.8,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB1,2017,2.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB1,2018,2.8,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB1,2019,2.9,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB1,2020,3.9,bpu
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB2,2009,2.1,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB2,2010,2.4,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB2,2011,2.4,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB2,2012,2.9,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB2,2013,2.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB2,2014,2.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB2,2015,,u
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB2,2016,,u
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB2,2017,,u
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB2,2018,,u
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB2,2019,,u
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB2,2020,,bu
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB3,2009,4.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB3,2010,4.3,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB3,2011,4.8,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB3,2012,4.5,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB3,2013,4.7,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB3,2014,4.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB3,2015,4.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB3,2016,4.0,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB3,2017,4.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB3,2018,4.7,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB3,2019,4.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEB3,2020,5.5,bp
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEC0,2009,3.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEC0,2010,3.7,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEC0,2011,3.1,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEC0,2012,3.2,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEC0,2013,2.1,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEC0,2014,2.8,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEC0,2015,3.0,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEC0,2016,3.0,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEC0,2017,2.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEC0,2018,2.7,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEC0,2019,2.8,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEC0,2020,,bu
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED2,2009,5.0,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED2,2010,4.7,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED2,2011,5.0,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED2,2012,5.2,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED2,2013,4.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED2,2014,4.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED2,2015,4.9,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED2,2016,4.9,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED2,2017,4.8,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED2,2018,4.9,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED2,2019,4.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED2,2020,6.9,bp
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED4,2009,2.9,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED4,2010,2.8,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED4,2011,2.7,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED4,2012,2.5,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED4,2013,2.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED4,2014,2.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED4,2015,2.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED4,2016,2.1,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED4,2017,2.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED4,2018,2.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED4,2019,2.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED4,2020,,bu
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED5,2009,4.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED5,2010,4.8,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED5,2011,4.7,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED5,2012,4.7,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED5,2013,4.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED5,2014,4.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED5,2015,4.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED5,2016,4.0,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED5,2017,4.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED5,2018,4.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED5,2019,4.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DED5,2020,5.5,bpu
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEE0,2009,2.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEE0,2010,2.4,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEE0,2011,2.4,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEE0,2012,2.1,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEE0,2013,2.1,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEE0,2014,2.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEE0,2015,2.1,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEE0,2016,2.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEE0,2017,2.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEE0,2018,2.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEE0,2019,2.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEE0,2020,3.3,bpu
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEF0,2009,3.0,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEF0,2010,3.2,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEF0,2011,3.3,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEF0,2012,3.6,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEF0,2013,3.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEF0,2014,3.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEF0,2015,3.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEF0,2016,3.0,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEF0,2017,3.0,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEF0,2018,3.0,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEF0,2019,3.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEF0,2020,3.8,bp
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEG0,2009,3.7,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEG0,2010,3.4,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEG0,2011,3.5,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEG0,2012,3.5,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEG0,2013,3.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEG0,2014,3.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEG0,2015,3.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEG0,2016,3.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEG0,2017,3.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEG0,2018,3.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEG0,2019,3.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DEG0,2020,4.1,bp
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK01,2009,8.8,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK01,2010,9.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK01,2011,9.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK01,2012,9.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK01,2013,9.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK01,2014,9.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK01,2015,9.7,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK01,2016,9.4,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK01,2017,8.6,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK01,2018,8.7,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK01,2019,9.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK01,2020,10.0,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK02,2009,4.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK02,2010,5.0,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK02,2011,4.9,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK02,2012,4.5,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK02,2013,5.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK02,2014,5.9,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK02,2015,5.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK02,2016,5.5,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK02,2017,4.8,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK02,2018,4.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK02,2019,4.6,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK02,2020,4.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK03,2009,1.9,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK03,2010,2.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK03,2011,2.7,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK03,2012,2.8,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK03,2013,2.4,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK03,2014,2.2,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK03,2015,2.7,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK03,2016,2.5,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK03,2017,2.4,b
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK03,2018,2.3,
ESTAT:TGS00039(1.0),10/09/21 23:00:00,A,HTC,PC_EMP,T,DK03,2019,2.3,
